username,location,following,followers,totaltweets,whentweetcreated,retweets,text
Anlozmn,türkiye,248,35,302,2020-12-31 18:16:20,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
DerWunschpunsch,,121,72,3695,2020-12-31 18:11:59,0,Hem gülümsetti hem de gözlerimi doldurdu bu reklam benim 🥺 ah Kemal Sunal ah 🤍 #SenHepGülümse https://t.co/OeCfQGLS8K
ahmeticli,,221,217,2682,2020-12-31 18:04:34,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
kzlpnar2,,221,119,8594,2020-12-31 18:02:22,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
AliErdemSancar,,77,69,1144,2020-12-31 17:55:28,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
yaaksu53,,142,55,152,2020-12-31 17:55:02,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MuhammedSfaK,,212,1170,1255,2020-12-31 17:51:11,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sagbekovic,şu an da buradasınız ,632,356,7797,2020-12-31 17:33:23,0,"Ağlattın beni Kemal abi... Kemal Sunal halktır... ❤

#SenHepGülümse"
megalomanyakFA,Sinema TV ,142,1915,21202,2020-12-31 17:31:23,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
CavciHuseyin,"Şanlıurfa, Türkiye",2466,2316,1334,2020-12-31 17:17:12,0,"Öyle şeyler yap ki adını hiç kimse unutamasın
İçim ısındı ne güzel reklam bu 🥰🥰
#senhepgülümse
#ZiraatBankası https://t.co/AoL8PbvmtV"
zyccsgyedy,Malatya,90,125,109,2020-12-31 17:17:04,0,"Gördüğünüz izlediğiniz tüm reklamları unutun.. 

#MutluYıllar #SenHepGülümse https://t.co/FHrhtDlQ8Q"
MehmetCk45,"Mersin, Türkiye",14,4,316,2020-12-31 17:16:59,0,"Gerçekten çok iyi reklam olmuş ustaya saygıyla

#senhepgülümse"
lavendelea,Westwood,175,132,1389,2020-12-31 17:16:48,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sadecemugglee,,87,28,744,2020-12-31 17:14:50,7,"Çok uğraştık, ama oldu.. Büyük ustaya saygıyla... #senhepgülümse @HPPistanbul https://t.co/VAajgCAQP6"
bensemiya,"Sakarya, Türkiye",443,593,2022,2020-12-31 17:14:39,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
muratkarakus35,İzmir,78,9,69,2020-12-31 17:14:28,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sadecemugglee,,87,28,744,2020-12-31 17:14:11,0,"Ziraat bankasının Kemal Sunal reklamı nasıl güzel olmuş tüyler diken diken 
#senhepgülümse"
bensemiya,"Sakarya, Türkiye",443,593,2022,2020-12-31 17:13:49,0,"Az önce ziraat bankasının reklamını izledim merak edip izleyin derim. 
#senhepgülümse"
SanemHan2,"İstanbul, Türkiye",58,98,1529,2020-12-31 17:13:48,0,#senhepgülümse o nasıl bir reklam öyle tüylerim diken diken
SaulGgoodman,Kaybedenler Kulübü,84,22,797,2020-12-31 17:13:47,7,"Çok uğraştık, ama oldu.. Büyük ustaya saygıyla... #senhepgülümse @HPPistanbul https://t.co/VAajgCAQP6"
scanodi,,266,54,544,2020-12-31 17:07:33,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
SuatGlmez14,,20,15,4,2020-12-31 16:58:12,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Erenavc27,,292,448,2986,2020-12-31 16:57:36,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
GSTARAFTARI123,,771,217,2018,2020-12-31 16:56:32,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MRZCN79,,562,124,286,2020-12-31 16:56:16,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
hakan_onec,,89,82,380,2020-12-31 16:52:35,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
emrealcn42,,46,12,419,2020-12-31 16:52:03,0,Görmeyen ve gülmek isteyenlere #senhepgülümse https://t.co/Ke4sLgcUcz
emrealcn42,,46,12,419,2020-12-31 16:50:47,0,#senhepgülümse bir reklamda en başından sonuna kadar güldürmek büyük başarı. Ziraat bankası çok şık bir hareket
umtktl0,,41,25,98,2020-12-31 16:44:50,7,"Çok uğraştık, ama oldu.. Büyük ustaya saygıyla... #senhepgülümse @HPPistanbul https://t.co/VAajgCAQP6"
selmabi1,"İstanbul, Türkiye",861,1212,4893,2020-12-31 16:44:21,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
kuzeycephe2,"Medellín, Colombia",158,254,5198,2020-12-31 16:44:16,0,Ziraat Bankası reklamına cok içlendim. Helal olsun valla #SenHepGülümse
olcisus,,364,26,694,2020-12-31 16:26:25,7,"Çok uğraştık, ama oldu.. Büyük ustaya saygıyla... #senhepgülümse @HPPistanbul https://t.co/VAajgCAQP6"
ByMakif,,438,205,1940,2020-12-31 16:23:19,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Ahmtyldz31,"Hatay Merkez, Hatay",31,4,31,2020-12-31 16:22:03,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Memocan_48,Bodrum,5248,10987,136966,2020-12-31 16:12:29,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
chef_ayem,,59,26,73,2020-12-31 16:10:08,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
recaiakinn,"Anarşa,Beylikdüzü",353,579,7743,2020-12-31 16:09:40,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
snntrz1,,115,29,405,2020-12-31 16:04:41,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
kbraaorcc,"Beşiktaş, İstanbul",787,1230,6640,2020-12-31 16:04:25,0,Muhtesem bir iş 💯💯💯👏🏻👏🏻👏🏻 harikasınız tek kelimeyle #2020biterken en iyi reklamlardan biri #ziraatbankasi dan. Büyük ustayı saygıyla ve rahmetle anıyoruz... 😢 #senhepgülümse https://t.co/0gbHiUOlrP
seyyildirim,,466,419,230,2020-12-31 15:59:09,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
cemozzdemir,,53,21,10,2020-12-31 15:55:24,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ALSKMEN2,"Isparta, Türkiye",1787,1241,1107,2020-12-31 15:52:34,0,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimseunutmasın,unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse #KemalSunal https://t.co/dv1pMUA7B0"
svdsnkc,,161,349,1653,2020-12-31 15:51:20,0,#senhepgülümse diyerek ağlatan reklam yapmışlar... https://t.co/Gj0UFDodgw
leonsalgudu,,499,305,113,2020-12-31 15:45:50,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ZiraatBankasiSK,,2,7650,2227,2020-12-31 15:45:09,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
SerenToktamiss,İstanbul,283,302,3908,2020-12-31 15:42:06,7,"Çok uğraştık, ama oldu.. Büyük ustaya saygıyla... #senhepgülümse @HPPistanbul https://t.co/VAajgCAQP6"
celikibrahim851,"İstanbul, Türkiye",172,95,2576,2020-12-31 15:41:39,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
IsbecerOnur,,175,29,71,2020-12-31 15:39:59,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
yasarakbas,Istanbul Turkiye,766,2646,4595,2020-12-31 15:37:50,7,"Çok uğraştık, ama oldu.. Büyük ustaya saygıyla... #senhepgülümse @HPPistanbul https://t.co/VAajgCAQP6"
Jonas62712964,,604,143,199722,2020-12-31 15:36:45,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
omerustaoglu,Ankara - Bartin,1491,150,105,2020-12-31 15:35:21,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
CllDemirkan,,94,103,4594,2020-12-31 15:25:25,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
yavuzzselim,Çengelköy,320,62,475,2020-12-31 15:21:11,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
bayclarkkent,Kripton,403,1681,24291,2020-12-31 15:19:46,1,"2020'yi güzel kapatalım dedik ve sinemamızın en güzel gülen oyuncusu Kemal Sunal'dan destek istedik. Sonuç hem çok duygusal oldu, hem de yüzümüz tekrardan güldü! Herkese iyi yıllar...
#kemalsunal #happypeopleproject #ziraatbankası #senhepgülümse https://t.co/AslsGfzOJP"
yasarakbas,Istanbul Turkiye,766,2646,4595,2020-12-31 15:18:09,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
emrefiratyildiz,,236,93,168,2020-12-31 15:17:42,1,"2020'yi güzel kapatalım dedik ve sinemamızın en güzel gülen oyuncusu Kemal Sunal'dan destek istedik. Sonuç hem çok duygusal oldu, hem de yüzümüz tekrardan güldü! Herkese iyi yıllar...
#kemalsunal #happypeopleproject #ziraatbankası #senhepgülümse https://t.co/AslsGfzOJP"
ares19820,,2136,3557,37428,2020-12-31 15:16:47,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Harun_Gltsry,,1639,843,25268,2020-12-31 15:14:56,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ziraatbankasi,Türkiye,8,455082,4703,2020-12-31 15:14:20,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
burcukurt_,Bu dünya benim memleket✌🏻,40,55,702,2021-01-06 19:17:20,0,"Son zamanlarda seyrettiğim en duygu yüklü reklam... Sen öyle güzel güldün ki, gülüşün hiç unutulmadı... Ruhun şad olsun tek ve biricik, Kemâl SUNAL. 🥺🙏🏻❤️💐 #SenHepGülümse https://t.co/0YgTFztTIS"
okarakus23,"Anamur, Türkiye",41,18,52,2021-01-06 19:00:32,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ystemel1,Sakarya,15,3,98,2021-01-06 18:37:43,0,Milyon Dolarlık adamların borçlarının üstüne kırmızı kalem çekip çiftçinin işçinin üç kuruş borcuna icra gönderip birde sen hep #SenHepGülümse mi diyorsunuz. Çok komik hakkaten.
Sude48116149,,101,9,53,2021-01-06 01:18:32,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
_gzey,Mersin,1381,476,771,2021-01-05 21:22:54,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MusaYildirimFB,"Gaziantep, Türkiye",57,756,4578,2021-01-05 19:09:28,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
__destina,"İstanbul, Türkiye",485,262,3904,2021-01-05 18:50:56,0,"Bir reklam yapmışlar Kemal Sunal ile ama nasıl güzel ❤️ 
Gülmek hiç fena olur mu Kemal Abi? 
  
#senhepgülümse"
Sametuysal_7,"Fatih, İstanbul",105,36,168,2021-01-05 15:30:58,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
samettuncer17,"Biga, Türkiye",2299,711,1798,2021-01-05 12:16:40,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Tlin77183155,"Merkez, Uşak",96,10,333,2021-01-05 09:10:30,1,"Sonuna doğru boğazım düğümlendi. #KemalSunal hep kalbimizde olacaksın..
Nur içinde yat güzel insan.. 
#SenHepGülümse https://t.co/qnw7ansfXl"
yaevdeyoksan_,Mesir Macunu,4936,4877,14121,2021-01-05 07:24:53,1,"Sonuna doğru boğazım düğümlendi. #KemalSunal hep kalbimizde olacaksın..
Nur içinde yat güzel insan.. 
#SenHepGülümse https://t.co/qnw7ansfXl"
trk_hmz,"Samsun, Türkiye",59,69,9,2021-01-04 19:55:51,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
makepossiblee,,72,14,1079,2021-01-04 19:52:09,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
me3ve_,"Antwerpen, België",592,712,10704,2021-01-04 19:04:51,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
Penarr_,Bilmiyorum ,264,645,3223,2021-01-04 18:45:19,1,Bu reklama kalbimi bıraktım❤️ #SenHepGülümse https://t.co/KxekP5PFs4
samhoca,güvercinlerülkesi,170,65,2606,2021-01-04 18:12:41,1,Bu reklama kalbimi bıraktım❤️ #SenHepGülümse https://t.co/KxekP5PFs4
mustafagur1903,Türkiye,1760,843,2343,2021-01-04 16:52:55,0,"#senhepgülümse 
Muhteşem bir reklam daha teşekkürler @ziraatbankasi 
Sende iyi ki Varsın @SunalAli https://t.co/br3n0Qvyto"
turuncnad1r,,182,36,457,2021-01-04 16:50:38,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
1benmerve,,102,19,2182,2021-01-04 16:40:06,0,"Kırmızı şal, kırmızı patik, kahve ve Kemal Sunal.. 
#senhepgülümse 💙 https://t.co/wYefJjuhZn"
MinelsuB,"Lüleburgaz, Türkiye",139,176,5599,2021-01-04 16:22:27,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MehmetD92585408,,16,13,90,2021-01-04 13:53:25,2,"#SenHepGülümse Rahmet'le anıyoruz.. Ve Gülümsüyoruz.
#KemalSunal #şaban https://t.co/4TwzlttlyN"
SedatSe98348320,"Wien, Österreich",431,134,2507,2021-01-04 12:28:08,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
naifruhluyarim,"Hatay, Türkiye",189,66,1042,2021-01-04 11:44:54,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
enesos44,Malatya,4979,2878,258630,2021-01-04 08:27:18,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
yalnizcaselda,33|43,1689,2434,3439,2021-01-04 07:47:27,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Badem74071325,,11,0,44,2021-01-04 07:45:51,0,İlk defa gördüm gözlerim doldu...90 lı yılların çocuğu olarak keşke  çocuklarımda seni görebilseydi dedim içimden Kemal Sunal...#Senhepgülümse
Zey_blt,67🇫🇷,2075,2157,7624,2021-01-04 07:40:55,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
kaptan69684899,,271,172,7197,2021-01-04 06:07:54,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
